CPRO,PROVINCIA,code_mun,municipality,total,male,female,year
07,"Balears, Illes",044,"Pobla, Sa",12871,6614,6257,2012
07,"Balears, Illes",042,Pollença,16191,8077,8114,2012
07,"Balears, Illes",043,Porreres,5486,2833,2653,2012
07,"Balears, Illes",045,Puigpunyent,1886,941,945,2012
07,"Balears, Illes",059,"Salines, Ses",5227,2666,2561,2012
07,"Balears, Illes",046,Sant Antoni de Portmany,22446,11728,10718,2012
07,"Balears, Illes",049,Sant Joan,2047,1001,1046,2012
07,"Balears, Illes",050,Sant Joan de Labritja,5506,2858,2648,2012
07,"Balears, Illes",048,Sant Josep de sa Talaia,24691,12944,11747,2012
07,"Balears, Illes",051,Sant Llorenç des Cardassar,8993,4504,4489,2012
07,"Balears, Illes",052,Sant Lluís,7449,3766,3683,2012
07,"Balears, Illes",053,Santa Eugènia,1702,868,834,2012
07,"Balears, Illes",054,Santa Eulalia del Río,34946,17867,17079,2012
07,"Balears, Illes",055,Santa Margalida,11922,6119,5803,2012
07,"Balears, Illes",056,Santa María del Camí,6473,3213,3260,2012
07,"Balears, Illes",057,Santanyí,13384,6832,6552,2012
07,"Balears, Illes",058,Selva,3798,1917,1881,2012
07,"Balears, Illes",047,Sencelles,3187,1622,1565,2012
07,"Balears, Illes",060,Sineu,3763,1874,1889,2012
07,"Balears, Illes",061,Sóller,14150,7134,7016,2012
07,"Balears, Illes",062,Son Servera,12165,6145,6020,2012
07,"Balears, Illes",063,Valldemossa,2027,1038,989,2012
07,"Balears, Illes",065,Vilafranca de Bonany,2971,1483,1488,2012
07,"Balears, Illes",002,Alaior,9769,4892,4877,2013
07,"Balears, Illes",001,Alaró,5217,2589,2628,2013
07,"Balears, Illes",003,Alcúdia,20163,10241,9922,2013
07,"Balears, Illes",004,Algaida,5382,2777,2605,2013
07,"Balears, Illes",005,Andratx,10748,5416,5332,2013
07,"Balears, Illes",901,Ariany,914,476,438,2013
07,"Balears, Illes",006,Artà,7415,3691,3724,2013
07,"Balears, Illes",007,Banyalbufar,583,326,257,2013
07,"Balears, Illes",008,Binissalem,7792,3846,3946,2013
07,"Balears, Illes",009,Búger,1029,521,508,2013
07,"Balears, Illes",010,Bunyola,6619,3281,3338,2013
07,"Balears, Illes",011,Calvià,52272,26268,26004,2013
07,"Balears, Illes",012,Campanet,2581,1257,1324,2013
07,"Balears, Illes",013,Campos,10144,5117,5027,2013
07,"Balears, Illes",014,Capdepera,11247,5689,5558,2013
07,"Balears, Illes",064,"Castell, Es",7956,4044,3912,2013
07,"Balears, Illes",015,Ciutadella de Menorca,29629,14788,14841,2013
07,"Balears, Illes",016,Consell,3834,1956,1878,2013
07,"Balears, Illes",017,Costitx,1192,595,597,2013
07,"Balears, Illes",018,Deyá,756,383,373,2013
07,"Balears, Illes",026,Eivissa,50401,25692,24709,2013
07,"Balears, Illes",019,Escorca,252,145,107,2013
07,"Balears, Illes",020,Esporles,4991,2482,2509,2013
07,"Balears, Illes",021,Estellencs,369,194,175,2013
07,"Balears, Illes",022,Felanitx,17359,8785,8574,2013
07,"Balears, Illes",023,Ferreries,4610,2339,2271,2013
07,"Balears, Illes",024,Formentera,11374,5927,5447,2013
07,"Balears, Illes",025,Fornalutx,692,352,340,2013
07,"Balears, Illes",027,Inca,31032,15668,15364,2013
07,"Balears, Illes",028,Lloret de Vistalegre,1251,627,624,2013
07,"Balears, Illes",029,Lloseta,5680,2846,2834,2013
07,"Balears, Illes",030,Llubí,2324,1155,1169,2013
07,"Balears, Illes",031,Llucmajor,37257,18839,18418,2013
07,"Balears, Illes",033,Manacor,41049,20519,20530,2013
07,"Balears, Illes",034,Mancor de la Vall,1321,659,662,2013
07,"Balears, Illes",032,Maó,28765,14102,14663,2013
07,"Balears, Illes",035,Maria de la Salut,2140,1094,1046,2013
07,"Balears, Illes",036,Marratxí,35258,17744,17514,2013
07,"Balears, Illes",037,"Mercadal, Es",5425,2766,2659,2013
07,"Balears, Illes",902,"Migjorn Gran, Es",1520,750,770,2013
07,"Balears, Illes",038,Montuïri,2838,1443,1395,2013
07,"Balears, Illes",039,Muro,6977,3522,3455,2013
07,"Balears, Illes",040,Palma de Mallorca,398162,194123,204039,2013
07,"Balears, Illes",041,Petra,2806,1370,1436,2013
07,"Balears, Illes",044,"Pobla, Sa",12901,6586,6315,2013
07,"Balears, Illes",042,Pollença,16200,8063,8137,2013
07,"Balears, Illes",043,Porreres,5496,2830,2666,2013
07,"Balears, Illes",045,Puigpunyent,2010,997,1013,2013
07,"Balears, Illes",059,"Salines, Ses",5273,2665,2608,2013
07,"Balears, Illes",046,Sant Antoni de Portmany,23314,12133,11181,2013
07,"Balears, Illes",049,Sant Joan,1973,971,1002,2013
07,"Balears, Illes",050,Sant Joan de Labritja,5677,2941,2736,2013
07,"Balears, Illes",048,Sant Josep de sa Talaia,24498,12841,11657,2013
07,"Balears, Illes",051,Sant Llorenç des Cardassar,7857,3901,3956,2013
07,"Balears, Illes",052,Sant Lluís,7509,3793,3716,2013
07,"Balears, Illes",053,Santa Eugènia,1723,869,854,2013
07,"Balears, Illes",054,Santa Eulalia del Río,36464,18626,17838,2013
07,"Balears, Illes",055,Santa Margalida,12243,6248,5995,2013
07,"Balears, Illes",056,Santa María del Camí,6500,3239,3261,2013
07,"Balears, Illes",057,Santanyí,11784,5961,5823,2013
07,"Balears, Illes",058,Selva,3869,1951,1918,2013
07,"Balears, Illes",047,Sencelles,3234,1631,1603,2013
07,"Balears, Illes",060,Sineu,3715,1845,1870,2013
07,"Balears, Illes",061,Sóller,14229,7139,7090,2013
07,"Balears, Illes",062,Son Servera,11146,5584,5562,2013
07,"Balears, Illes",063,Valldemossa,2042,1045,997,2013
07,"Balears, Illes",065,Vilafranca de Bonany,2922,1448,1474,2013
07,"Balears, Illes",002,Alaior,9162,4571,4591,2014
07,"Balears, Illes",001,Alaró,5227,2578,2649,2014
07,"Balears, Illes",003,Alcúdia,19768,10049,9719,2014
07,"Balears, Illes",004,Algaida,5354,2752,2602,2014
07,"Balears, Illes",005,Andratx,10806,5388,5418,2014
07,"Balears, Illes",901,Ariany,903,474,429,2014
07,"Balears, Illes",006,Artà,7382,3685,3697,2014
07,"Balears, Illes",007,Banyalbufar,553,313,240,2014
07,"Balears, Illes",008,Binissalem,7936,3927,4009,2014
07,"Balears, Illes",009,Búger,1030,522,508,2014
07,"Balears, Illes",010,Bunyola,6662,3290,3372,2014
07,"Balears, Illes",011,Calvià,50363,25246,25117,2014
07,"Balears, Illes",012,Campanet,2554,1259,1295,2014
07,"Balears, Illes",013,Campos,9765,4909,4856,2014
07,"Balears, Illes",014,Capdepera,11385,5746,5639,2014
07,"Balears, Illes",064,"Castell, Es",7661,3899,3762,2014
07,"Balears, Illes",015,Ciutadella de Menorca,29282,14621,14661,2014
07,"Balears, Illes",016,Consell,3859,1958,1901,2014
07,"Balears, Illes",017,Costitx,1183,583,600,2014
07,"Balears, Illes",018,Deià,768,385,383,2014
07,"Balears, Illes",026,Eivissa,49693,25233,24460,2014
07,"Balears, Illes",019,Escorca,241,139,102,2014
07,"Balears, Illes",020,Esporles,4940,2444,2496,2014
07,"Balears, Illes",021,Estellencs,344,187,157,2014
07,"Balears, Illes",022,Felanitx,17291,8709,8582,2014
07,"Balears, Illes",023,Ferreries,4630,2329,2301,2014
07,"Balears, Illes",024,Formentera,11545,6047,5498,2014
07,"Balears, Illes",025,Fornalutx,704,358,346,2014
07,"Balears, Illes",027,Inca,30625,15437,15188,2014
07,"Balears, Illes",028,Lloret de Vistalegre,1251,632,619,2014
07,"Balears, Illes",029,Lloseta,5686,2838,2848,2014
07,"Balears, Illes",030,Llubí,2216,1101,1115,2014
07,"Balears, Illes",031,Llucmajor,34602,17437,17165,2014
07,"Balears, Illes",033,Manacor,40264,20090,20174,2014
07,"Balears, Illes",034,Mancor de la Vall,1309,652,657,2014
07,"Balears, Illes",032,Maó-Mahón,28460,13939,14521,2014
07,"Balears, Illes",035,Maria de la Salut,2114,1078,1036,2014
07,"Balears, Illes",036,Marratxí,35521,17874,17647,2014
07,"Balears, Illes",037,"Mercadal, Es",5176,2631,2545,2014
07,"Balears, Illes",902,"Migjorn Gran, Es",1470,741,729,2014
07,"Balears, Illes",038,Montuïri,2888,1454,1434,2014
07,"Balears, Illes",039,Muro,6808,3423,3385,2014
07,"Balears, Illes",040,Palma de Mallorca,399093,194439,204654,2014
07,"Balears, Illes",041,Petra,2812,1388,1424,2014
07,"Balears, Illes",044,"Pobla, Sa",12709,6502,6207,2014
07,"Balears, Illes",042,Pollença,16088,7985,8103,2014
07,"Balears, Illes",043,Porreres,5369,2765,2604,2014
07,"Balears, Illes",045,Puigpunyent,2016,1015,1001,2014
07,"Balears, Illes",059,"Salines, Ses",5050,2561,2489,2014
07,"Balears, Illes",046,Sant Antoni de Portmany,23359,12151,11208,2014
07,"Balears, Illes",049,Sant Joan,2030,995,1035,2014
07,"Balears, Illes",050,Sant Joan de Labritja,5668,2912,2756,2014
07,"Balears, Illes",048,Sant Josep de sa Talaia,25362,13260,12102,2014
07,"Balears, Illes",051,Sant Llorenç des Cardassar,8320,4143,4177,2014
07,"Balears, Illes",052,Sant Lluís,7472,3799,3673,2014
07,"Balears, Illes",053,Santa Eugènia,1652,829,823,2014
07,"Balears, Illes",054,Santa Eulalia del Río,36189,18452,17737,2014
07,"Balears, Illes",055,Santa Margalida,11680,5969,5711,2014
07,"Balears, Illes",056,Santa María del Camí,6591,3274,3317,2014
07,"Balears, Illes",057,Santanyí,11636,5879,5757,2014
07,"Balears, Illes",058,Selva,3858,1934,1924,2014
07,"Balears, Illes",047,Sencelles,3073,1543,1530,2014
07,"Balears, Illes",060,Sineu,3681,1827,1854,2014
07,"Balears, Illes",061,Sóller,13842,6977,6865,2014
07,"Balears, Illes",062,Son Servera,11576,5780,5796,2014
07,"Balears, Illes",063,Valldemossa,2025,1036,989,2014
07,"Balears, Illes",065,Vilafranca de Bonany,2910,1458,1452,2014
07,"Balears, Illes",002,Alaior,8997,4490,4507,2015
07,"Balears, Illes",001,Alaró,5275,2592,2683,2015
07,"Balears, Illes",003,Alcúdia,19763,10045,9718,2015
07,"Balears, Illes",004,Algaida,5410,2765,2645,2015
07,"Balears, Illes",005,Andratx,11093,5532,5561,2015
07,"Balears, Illes",901,Ariany,871,460,411,2015
07,"Balears, Illes",006,Artà,7381,3693,3688,2015
07,"Balears, Illes",007,Banyalbufar,548,306,242,2015
07,"Balears, Illes",008,Binissalem,7850,3878,3972,2015
07,"Balears, Illes",009,Búger,1022,531,491,2015
07,"Balears, Illes",010,Bunyola,6706,3300,3406,2015
07,"Balears, Illes",011,Calvià,50328,25153,25175,2015
07,"Balears, Illes",012,Campanet,2524,1245,1279,2015
07,"Balears, Illes",013,Campos,9892,4943,4949,2015
07,"Balears, Illes",014,Capdepera,11420,5781,5639,2015
07,"Balears, Illes",064,"Castell, Es",7635,3898,3737,2015
07,"Balears, Illes",015,Ciutadella de Menorca,29098,14488,14610,2015
07,"Balears, Illes",016,Consell,3862,1952,1910,2015
07,"Balears, Illes",017,Costitx,1205,591,614,2015
07,"Balears, Illes",018,Deià,713,347,366,2015
07,"Balears, Illes",026,Eivissa,49975,25264,24711,2015
07,"Balears, Illes",019,Escorca,236,137,99,2015
07,"Balears, Illes",020,Esporles,4922,2437,2485,2015
07,"Balears, Illes",021,Estellencs,336,181,155,2015
07,"Balears, Illes",022,Felanitx,17412,8760,8652,2015
07,"Balears, Illes",023,Ferreries,4571,2290,2281,2015
07,"Balears, Illes",024,Formentera,11878,6226,5652,2015
07,"Balears, Illes",025,Fornalutx,703,350,353,2015
07,"Balears, Illes",027,Inca,30651,15414,15237,2015
07,"Balears, Illes",028,Lloret de Vistalegre,1233,626,607,2015
07,"Balears, Illes",029,Lloseta,5639,2847,2792,2015
07,"Balears, Illes",030,Llubí,2176,1081,1095,2015
07,"Balears, Illes",031,Llucmajor,34618,17458,17160,2015
07,"Balears, Illes",033,Manacor,40170,19979,20191,2015
07,"Balears, Illes",034,Mancor de la Vall,1321,672,649,2015
07,"Balears, Illes",032,Maó-Mahón,28006,13710,14296,2015
07,"Balears, Illes",035,Maria de la Salut,2113,1071,1042,2015
07,"Balears, Illes",036,Marratxí,35726,17932,17794,2015
07,"Balears, Illes",037,"Mercadal, Es",5091,2583,2508,2015
07,"Balears, Illes",902,"Migjorn Gran, Es",1429,708,721,2015
07,"Balears, Illes",038,Montuïri,2850,1430,1420,2015
07,"Balears, Illes",039,Muro,6723,3367,3356,2015
07,"Balears, Illes",040,Palma de Mallorca,400578,195144,205434,2015
07,"Balears, Illes",041,Petra,2816,1395,1421,2015
07,"Balears, Illes",044,"Pobla, Sa",12694,6473,6221,2015
07,"Balears, Illes",042,Pollença,16115,8016,8099,2015
07,"Balears, Illes",043,Porreres,5267,2703,2564,2015
07,"Balears, Illes",045,Puigpunyent,2018,1027,991,2015
07,"Balears, Illes",059,"Salines, Ses",5018,2538,2480,2015
07,"Balears, Illes",046,Sant Antoni de Portmany,23631,12330,11301,2015
07,"Balears, Illes",049,Sant Joan,2035,998,1037,2015
07,"Balears, Illes",050,Sant Joan de Labritja,5872,3014,2858,2015
07,"Balears, Illes",048,Sant Josep de sa Talaia,25674,13381,12293,2015
07,"Balears, Illes",051,Sant Llorenç des Cardassar,8146,4027,4119,2015
07,"Balears, Illes",052,Sant Lluís,7521,3781,3740,2015
07,"Balears, Illes",053,Santa Eugènia,1638,829,809,2015
07,"Balears, Illes",054,Santa Eulària des Riu,35812,18214,17598,2015
07,"Balears, Illes",055,Santa Margalida,11672,5934,5738,2015
07,"Balears, Illes",056,Santa María del Camí,6685,3321,3364,2015
07,"Balears, Illes",057,Santanyí,11316,5682,5634,2015
07,"Balears, Illes",058,Selva,3890,1957,1933,2015
07,"Balears, Illes",047,Sencelles,3082,1555,1527,2015
07,"Balears, Illes",060,Sineu,3612,1799,1813,2015
07,"Balears, Illes",061,Sóller,13648,6864,6784,2015
07,"Balears, Illes",062,Son Servera,11449,5710,5739,2015
07,"Balears, Illes",063,Valldemossa,2005,1019,986,2015
07,"Balears, Illes",065,Vilafranca de Bonany,2913,1454,1459,2015
07,"Balears, Illes",002,Alaior,8959,4492,4467,2016
07,"Balears, Illes",001,Alaró,5282,2577,2705,2016
07,"Balears, Illes",003,Alcúdia,19296,9758,9538,2016
07,"Balears, Illes",004,Algaida,5394,2751,2643,2016
07,"Balears, Illes",005,Andratx,10873,5415,5458,2016
07,"Balears, Illes",901,Ariany,859,450,409,2016
07,"Balears, Illes",006,Artà,7448,3730,3718,2016
07,"Balears, Illes",007,Banyalbufar,522,289,233,2016
07,"Balears, Illes",008,Binissalem,7966,3929,4037,2016
07,"Balears, Illes",009,Búger,1050,539,511,2016
07,"Balears, Illes",010,Bunyola,6669,3284,3385,2016
07,"Balears, Illes",011,Calvià,49580,24736,24844,2016
07,"Balears, Illes",012,Campanet,2507,1240,1267,2016
07,"Balears, Illes",013,Campos,10164,5066,5098,2016
07,"Balears, Illes",014,Capdepera,11356,5800,5556,2016
07,"Balears, Illes",064,"Castell, Es",7455,3779,3676,2016
07,"Balears, Illes",015,Ciutadella de Menorca,28641,14230,14411,2016
07,"Balears, Illes",016,Consell,3869,1956,1913,2016
07,"Balears, Illes",017,Costitx,1246,621,625,2016
07,"Balears, Illes",018,Deià,642,311,331,2016
07,"Balears, Illes",026,Eivissa,49549,24996,24553,2016
07,"Balears, Illes",019,Escorca,230,135,95,2016
07,"Balears, Illes",020,Esporles,4959,2456,2503,2016
07,"Balears, Illes",021,Estellencs,323,173,150,2016
07,"Balears, Illes",022,Felanitx,17319,8710,8609,2016
07,"Balears, Illes",023,Ferreries,4617,2318,2299,2016
07,"Balears, Illes",024,Formentera,12124,6356,5768,2016
07,"Balears, Illes",025,Fornalutx,687,342,345,2016
07,"Balears, Illes",027,Inca,30944,15552,15392,2016
07,"Balears, Illes",028,Lloret de Vistalegre,1257,643,614,2016
07,"Balears, Illes",029,Lloseta,5710,2888,2822,2016
07,"Balears, Illes",030,Llubí,2157,1076,1081,2016
07,"Balears, Illes",031,Llucmajor,35057,17708,17349,2016
07,"Balears, Illes",033,Manacor,40279,20069,20210,2016
07,"Balears, Illes",034,Mancor de la Vall,1383,691,692,2016
07,"Balears, Illes",032,Maó-Mahón,28099,13769,14330,2016
07,"Balears, Illes",035,Maria de la Salut,2073,1067,1006,2016
07,"Balears, Illes",036,Marratxí,36001,18124,17877,2016
07,"Balears, Illes",037,"Mercadal, Es",5098,2570,2528,2016
07,"Balears, Illes",902,"Migjorn Gran, Es",1419,707,712,2016
07,"Balears, Illes",038,Montuïri,2884,1446,1438,2016
07,"Balears, Illes",039,Muro,6729,3371,3358,2016
07,"Balears, Illes",040,Palma de Mallorca,402949,196220,206729,2016
07,"Balears, Illes",041,Petra,2774,1375,1399,2016
07,"Balears, Illes",044,"Pobla, Sa",12714,6465,6249,2016
07,"Balears, Illes",042,Pollença,16222,8083,8139,2016
07,"Balears, Illes",043,Porreres,5197,2662,2535,2016
07,"Balears, Illes",045,Puigpunyent,2021,1013,1008,2016
07,"Balears, Illes",059,"Salines, Ses",4895,2470,2425,2016
07,"Balears, Illes",046,Sant Antoni de Portmany,24478,12773,11705,2016
07,"Balears, Illes",049,Sant Joan,2042,1005,1037,2016
07,"Balears, Illes",050,Sant Joan de Labritja,6070,3108,2962,2016
07,"Balears, Illes",048,Sant Josep de sa Talaia,25849,13399,12450,2016
07,"Balears, Illes",051,Sant Llorenç des Cardassar,8138,4029,4109,2016
07,"Balears, Illes",052,Sant Lluís,7313,3684,3629,2016
07,"Balears, Illes",053,Santa Eugènia,1636,825,811,2016
07,"Balears, Illes",054,Santa Eulària des Riu,36119,18300,17819,2016
07,"Balears, Illes",055,Santa Margalida,11632,5902,5730,2016
07,"Balears, Illes",056,Santa María del Camí,6832,3403,3429,2016
07,"Balears, Illes",057,Santanyí,11220,5584,5636,2016
07,"Balears, Illes",058,Selva,3864,1930,1934,2016
07,"Balears, Illes",047,Sencelles,3096,1562,1534,2016
07,"Balears, Illes",060,Sineu,3629,1813,1816,2016
07,"Balears, Illes",061,Sóller,13791,6928,6863,2016
07,"Balears, Illes",062,Son Servera,11119,5552,5567,2016
07,"Balears, Illes",063,Valldemossa,2003,1010,993,2016
07,"Balears, Illes",065,Vilafranca de Bonany,2941,1467,1474,2016
07,"Balears, Illes",002,Alaior,9097,4573,4524,2017
07,"Balears, Illes",001,Alaró,5389,2603,2786,2017
07,"Balears, Illes",003,Alcúdia,19395,9785,9610,2017
07,"Balears, Illes",004,Algaida,5430,2771,2659,2017
07,"Balears, Illes",005,Andratx,10930,5418,5512,2017
07,"Balears, Illes",901,Ariany,854,454,400,2017
07,"Balears, Illes",006,Artà,7541,3781,3760,2017
07,"Balears, Illes",007,Banyalbufar,495,269,226,2017
07,"Balears, Illes",008,Binissalem,8143,4043,4100,2017
07,"Balears, Illes",009,Búger,1046,533,513,2017
07,"Balears, Illes",010,Bunyola,6636,3251,3385,2017
07,"Balears, Illes",011,Calvià,49063,24544,24519,2017
07,"Balears, Illes",012,Campanet,2512,1250,1262,2017
07,"Balears, Illes",013,Campos,10418,5150,5268,2017
07,"Balears, Illes",014,Capdepera,11267,5729,5538,2017
07,"Balears, Illes",064,"Castell, Es",7343,3711,3632,2017
07,"Balears, Illes",015,Ciutadella de Menorca,28838,14302,14536,2017
07,"Balears, Illes",016,Consell,3962,2002,1960,2017
07,"Balears, Illes",017,Costitx,1247,625,622,2017
07,"Balears, Illes",018,Deià,637,303,334,2017
07,"Balears, Illes",026,Eivissa,49689,25008,24681,2017
07,"Balears, Illes",019,Escorca,217,125,92,2017
07,"Balears, Illes",020,Esporles,4942,2443,2499,2017
07,"Balears, Illes",021,Estellencs,305,161,144,2017
07,"Balears, Illes",022,Felanitx,17333,8709,8624,2017
07,"Balears, Illes",023,Ferreries,4633,2310,2323,2017
07,"Balears, Illes",024,Formentera,12280,6429,5851,2017
07,"Balears, Illes",025,Fornalutx,663,323,340,2017
07,"Balears, Illes",027,Inca,31255,15729,15526,2017
07,"Balears, Illes",028,Lloret de Vistalegre,1277,650,627,2017
07,"Balears, Illes",029,Lloseta,5799,2930,2869,2017
07,"Balears, Illes",030,Llubí,2206,1104,1102,2017
07,"Balears, Illes",031,Llucmajor,35513,17982,17531,2017
07,"Balears, Illes",033,Manacor,41095,20490,20605,2017
07,"Balears, Illes",034,Mancor de la Vall,1449,726,723,2017
07,"Balears, Illes",032,Maó-Mahón,28161,13795,14366,2017
07,"Balears, Illes",035,Maria de la Salut,2159,1109,1050,2017
07,"Balears, Illes",036,Marratxí,36383,18294,18089,2017
07,"Balears, Illes",037,"Mercadal, Es",4788,2424,2364,2017
07,"Balears, Illes",902,"Migjorn Gran, Es",1356,679,677,2017
07,"Balears, Illes",038,Montuïri,2836,1433,1403,2017
07,"Balears, Illes",039,Muro,6829,3429,3400,2017
07,"Balears, Illes",040,Palma de Mallorca,406492,197833,208659,2017
07,"Balears, Illes",041,Petra,2794,1390,1404,2017
07,"Balears, Illes",044,"Pobla, Sa",12793,6516,6277,2017
07,"Balears, Illes",042,Pollença,16157,8055,8102,2017
07,"Balears, Illes",043,Porreres,5256,2693,2563,2017
07,"Balears, Illes",045,Puigpunyent,1997,997,1000,2017
07,"Balears, Illes",059,"Salines, Ses",4860,2451,2409,2017
07,"Balears, Illes",046,Sant Antoni de Portmany,25290,13260,12030,2017
07,"Balears, Illes",049,Sant Joan,2064,1018,1046,2017
07,"Balears, Illes",050,Sant Joan de Labritja,6139,3129,3010,2017
07,"Balears, Illes",048,Sant Josep de sa Talaia,26133,13507,12626,2017
07,"Balears, Illes",051,Sant Llorenç des Cardassar,8328,4116,4212,2017
07,"Balears, Illes",052,Sant Lluís,6954,3506,3448,2017
07,"Balears, Illes",053,Santa Eugènia,1653,831,822,2017
07,"Balears, Illes",054,Santa Eulària des Riu,36605,18615,17990,2017
07,"Balears, Illes",055,Santa Margalida,11801,6007,5794,2017
07,"Balears, Illes",056,Santa María del Camí,7062,3500,3562,2017
07,"Balears, Illes",057,Santanyí,11348,5666,5682,2017
07,"Balears, Illes",058,Selva,3869,1940,1929,2017
07,"Balears, Illes",047,Sencelles,3154,1580,1574,2017
07,"Balears, Illes",060,Sineu,3641,1794,1847,2017
07,"Balears, Illes",061,Sóller,13936,7009,6927,2017
07,"Balears, Illes",062,Son Servera,11265,5631,5634,2017
07,"Balears, Illes",063,Valldemossa,1950,986,964,2017
07,"Balears, Illes",065,Vilafranca de Bonany,3047,1516,1531,2017
07,"Balears, Illes",002,Alaior,9012,4520,4492,2018
07,"Balears, Illes",001,Alaró,5494,2658,2836,2018
07,"Balears, Illes",003,Alcúdia,19793,9974,9819,2018
07,"Balears, Illes",004,Algaida,5529,2822,2707,2018
07,"Balears, Illes",005,Andratx,11004,5470,5534,2018
07,"Balears, Illes",901,Ariany,860,451,409,2018
07,"Balears, Illes",006,Artà,7671,3844,3827,2018
07,"Balears, Illes",007,Banyalbufar,503,265,238,2018
07,"Balears, Illes",008,Binissalem,8316,4130,4186,2018
07,"Balears, Illes",009,Búger,1054,545,509,2018
07,"Balears, Illes",010,Bunyola,6714,3284,3430,2018
07,"Balears, Illes",011,Calvià,49333,24727,24606,2018
07,"Balears, Illes",012,Campanet,2612,1302,1310,2018
07,"Balears, Illes",013,Campos,10610,5268,5342,2018
07,"Balears, Illes",014,Capdepera,11600,5907,5693,2018
07,"Balears, Illes",064,"Castell, Es",7348,3723,3625,2018
07,"Balears, Illes",015,Ciutadella de Menorca,29223,14483,14740,2018
07,"Balears, Illes",016,Consell,4008,2012,1996,2018
07,"Balears, Illes",017,Costitx,1271,624,647,2018
07,"Balears, Illes",018,Deià,620,293,327,2018
07,"Balears, Illes",026,Eivissa,49727,24984,24743,2018
07,"Balears, Illes",019,Escorca,211,129,82,2018
07,"Balears, Illes",020,Esporles,5020,2478,2542,2018
07,"Balears, Illes",021,Estellencs,318,171,147,2018
07,"Balears, Illes",022,Felanitx,17497,8801,8696,2018
07,"Balears, Illes",023,Ferreries,4695,2335,2360,2018
07,"Balears, Illes",024,Formentera,12216,6428,5788,2018
07,"Balears, Illes",025,Fornalutx,678,332,346,2018
07,"Balears, Illes",027,Inca,32137,16169,15968,2018
07,"Balears, Illes",028,Lloret de Vistalegre,1289,652,637,2018
07,"Balears, Illes",029,Lloseta,5858,2941,2917,2018
07,"Balears, Illes",030,Llubí,2243,1131,1112,2018
07,"Balears, Illes",031,Llucmajor,36358,18444,17914,2018
07,"Balears, Illes",033,Manacor,42631,21270,21361,2018
07,"Balears, Illes",034,Mancor de la Vall,1455,738,717,2018
07,"Balears, Illes",032,Maó-Mahón,28592,13990,14602,2018
07,"Balears, Illes",035,Maria de la Salut,2143,1108,1035,2018
07,"Balears, Illes",036,Marratxí,36725,18495,18230,2018
07,"Balears, Illes",037,"Mercadal, Es",4788,2428,2360,2018
07,"Balears, Illes",902,"Migjorn Gran, Es",1370,683,687,2018
07,"Balears, Illes",038,Montuïri,2867,1449,1418,2018
07,"Balears, Illes",039,Muro,6931,3504,3427,2018
07,"Balears, Illes",040,Palma,409661,199652,210009,2018
07,"Balears, Illes",041,Petra,2825,1399,1426,2018
07,"Balears, Illes",044,"Pobla, Sa",13026,6623,6403,2018
07,"Balears, Illes",042,Pollença,16189,8059,8130,2018
07,"Balears, Illes",043,Porreres,5339,2722,2617,2018
07,"Balears, Illes",045,Puigpunyent,1967,974,993,2018
07,"Balears, Illes",059,"Salines, Ses",4877,2474,2403,2018
07,"Balears, Illes",046,Sant Antoni de Portmany,25779,13529,12250,2018
07,"Balears, Illes",049,Sant Joan,2083,1023,1060,2018
07,"Balears, Illes",050,Sant Joan de Labritja,6200,3153,3047,2018
07,"Balears, Illes",048,Sant Josep de sa Talaia,26496,13663,12833,2018
07,"Balears, Illes",051,Sant Llorenç des Cardassar,8405,4151,4254,2018
